customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02660,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.57,5590.16,No
CUST-02661,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,95.1,5209.28,No
CUST-02662,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,156.65,No
CUST-02663,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.39,668.64,Yes
CUST-02664,Female,0,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.79,612.47,No
CUST-02665,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,125.97,No
CUST-02666,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.69,971.09,No
CUST-02667,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.84,297.33,No
CUST-02668,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.02,757.72,No
CUST-02669,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.94,2144.19,No
CUST-02670,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,71.18,4075.21,No
CUST-02671,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.46,3324.81,No
CUST-02672,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1163.55,No
CUST-02673,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.31,1013.71,No
CUST-02674,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.75,1593.79,No
CUST-02675,Male,1,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.33,889.98,No
CUST-02676,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.04,641.31,No
CUST-02677,Female,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.71,564.71,Yes
CUST-02678,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.9,812.95,No
CUST-02679,Male,0,Yes,Yes,14,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.62,689.57,No
CUST-02680,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.82,1711.68,No
CUST-02681,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.91,2705.05,No
CUST-02682,Female,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.67,2276.32,No
CUST-02683,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.88,623.59,No
CUST-02684,Female,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),69.05,4607.69,No
CUST-02685,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,49.6,No
CUST-02686,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.17,197.63,No
CUST-02687,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.55,2437.95,Yes
CUST-02688,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.47,30.5,Yes
CUST-02689,Female,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1222.61,Yes
CUST-02690,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.15,389.78,No
CUST-02691,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.38,127.01,Yes
CUST-02692,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.27,92.25,No
CUST-02693,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.81,3963.75,No
CUST-02694,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.44,608.53,No
CUST-02695,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.87,4038.19,No
CUST-02696,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),86.28,3518.0,No
CUST-02697,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.85,7543.58,No
CUST-02698,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,220.06,No
CUST-02699,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.19,3599.76,No
CUST-02700,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.78,6009.76,No
CUST-02701,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.9,1455.72,No
CUST-02702,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),44.0,1435.76,No
CUST-02703,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.32,1481.26,No
CUST-02704,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,183.59,Yes
CUST-02705,Female,1,Yes,No,20,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,58.73,1274.34,No
CUST-02706,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,460.53,No
CUST-02707,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.91,1252.41,No
CUST-02708,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.51,545.77,No
CUST-02709,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.64,159.24,No
CUST-02710,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,50.06,601.2,No
CUST-02711,Male,0,No,No,23,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,69.97,1648.67,No
CUST-02712,Female,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,76.95,4294.51,No
CUST-02713,Female,1,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.89,3848.8,No
CUST-02714,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.39,3622.56,No
CUST-02715,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,82.71,3200.1,No
CUST-02716,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.11,4046.48,No
CUST-02717,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.22,3832.37,No
CUST-02718,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.23,4880.81,No
CUST-02719,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,984.77,No
CUST-02720,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.94,5049.1,No
CUST-02721,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,154.27,Yes
CUST-02722,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.65,678.74,No
CUST-02723,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.96,1162.48,No
CUST-02724,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.54,625.78,Yes
CUST-02725,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),84.83,142.06,No
CUST-02726,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,71.48,1735.97,No
CUST-02727,Male,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.53,154.12,Yes
CUST-02728,Male,0,No,No,69,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.19,4611.21,No
CUST-02729,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.39,129.74,No
CUST-02730,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.52,1008.53,No
CUST-02731,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,52.3,778.86,No
CUST-02732,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.77,2259.76,No
CUST-02733,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,68.52,4654.81,No
CUST-02734,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),97.45,576.58,Yes
CUST-02735,Female,1,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.25,748.65,Yes
CUST-02736,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.2,3634.72,No
CUST-02737,Female,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.31,651.25,Yes
CUST-02738,Female,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,65.78,720.57,No
CUST-02739,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,69.08,2031.38,No
CUST-02740,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,66.25,4485.7,No
CUST-02741,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.09,354.88,Yes
CUST-02742,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,70.26,718.29,No
CUST-02743,Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.91,3195.69,No
CUST-02744,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.93,2395.38,Yes
CUST-02745,Female,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.89,422.97,No
CUST-02746,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),75.41,2146.5,No
CUST-02747,Male,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.03,1243.16,No
CUST-02748,Female,1,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,111.34,705.56,No
CUST-02749,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.19,593.44,Yes
CUST-02750,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.55,4264.67,Yes
CUST-02751,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,102.1,473.4,No
CUST-02752,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,107.42,2143.8,No
CUST-02753,Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,55.67,55.67,No
CUST-02754,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.05,2424.99,No
CUST-02755,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.91,105.88,No
CUST-02756,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.12,3585.57,No
CUST-02757,Female,1,No,No,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,61.74,1321.53,No
CUST-02758,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,78.93,89.91,No
CUST-02759,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,586.05,Yes
CUST-02760,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,74.06,4200.64,No
CUST-02761,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.59,4977.54,No
CUST-02762,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.73,4586.74,Yes
CUST-02763,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,615.69,No
CUST-02764,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.4,125.25,Yes
CUST-02765,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.43,4313.31,Yes
CUST-02766,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.21,1217.84,No
CUST-02767,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.07,594.3,No
CUST-02768,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.02,5159.51,No
CUST-02769,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,76.54,1320.04,No
CUST-02770,Male,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.88,179.46,Yes
CUST-02771,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.76,3690.16,No
CUST-02772,Female,1,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,63.56,105.48,No
CUST-02773,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,58.3,2271.97,No
CUST-02774,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.57,6287.76,Yes
CUST-02775,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,72.71,5253.07,No
CUST-02776,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.13,89.84,No
CUST-02777,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.02,2707.13,Yes
CUST-02778,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,99.62,4095.85,No
CUST-02779,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.88,324.18,No
CUST-02780,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.58,317.59,Yes
CUST-02781,Female,0,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.16,4634.92,No
CUST-02782,Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.26,2371.39,Yes
CUST-02783,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),59.42,355.17,No
CUST-02784,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),86.1,236.31,No
CUST-02785,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.42,2283.25,Yes
CUST-02786,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,76.13,2664.03,Yes
CUST-02787,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.91,1254.14,Yes
CUST-02788,Female,1,No,No,67,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,48.69,3222.81,No
CUST-02789,Female,1,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1180.19,Yes
CUST-02790,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,73.78,710.09,No
CUST-02791,Male,0,No,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.71,624.16,No
CUST-02792,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),72.2,971.7,No
CUST-02793,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,51.02,2228.0,No
CUST-02794,Female,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.83,192.7,Yes
CUST-02795,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.81,226.84,Yes
CUST-02796,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.43,1081.95,No
CUST-02797,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.61,730.08,No
CUST-02798,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,58.35,2627.19,No
CUST-02799,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.97,60.76,Yes
CUST-02800,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,77.54,Yes
CUST-02801,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.55,5656.97,No
CUST-02802,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.01,2014.69,Yes
CUST-02803,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.65,742.29,Yes
CUST-02804,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.28,166.13,Yes
CUST-02805,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.29,237.65,Yes
CUST-02806,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.73,3396.55,No
CUST-02807,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.68,624.41,Yes
CUST-02808,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.13,3383.19,No
CUST-02809,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,108.05,No
CUST-02810,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.53,842.7,Yes
CUST-02811,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,106.49,7442.41,No
CUST-02812,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.57,1399.38,No
CUST-02813,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.14,54.18,Yes
CUST-02814,Female,0,No,No,60,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),58.34,3467.95,No
CUST-02815,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.05,562.58,No
CUST-02816,Female,0,No,No,47,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.0,3246.68,No
CUST-02817,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.04,3575.35,No
CUST-02818,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,567.76,No
CUST-02819,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,188.37,No
CUST-02820,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.41,4031.47,No
CUST-02821,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.26,1603.14,No
CUST-02822,Male,0,No,No,51,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.19,3082.63,No
CUST-02823,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.92,7764.28,No
CUST-02824,Female,1,No,No,56,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4206.85,No
CUST-02825,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.69,788.62,No
CUST-02826,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.91,1575.14,No
CUST-02827,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.68,861.99,Yes
CUST-02828,Male,1,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.76,842.46,Yes
CUST-02829,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.95,844.84,No
CUST-02830,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.42,236.21,No
CUST-02831,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,49.38,1838.31,No
CUST-02832,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,52.71,52.71,Yes
